card_name,set,rarity,full_rarity,old_price,print_run,full_set,cur_price,set_rarity,pct_increase,performance
Stone-Throwing Devils,ARN,common,C4,$0.50,124000,Arabian Nights,80,ARN (C4),15900,Beat S&P
Stone-Throwing Devils,ARN,common,C4,$0.50,124000,Arabian Nights,80,ARN (C4),15900,Beat S&P
Unstable Mutation,ARN,common,C5,$0.50,155000,Arabian Nights,3.25,ARN (C5),550,Below S&P
War Elephant,ARN,common,C4,$0.50,124000,Arabian Nights,11.55,ARN (C4),2210,Below S&P
War Elephant,ARN,common,C4,$0.50,124000,Arabian Nights,4.013333333333334,ARN (C4),702.6666666666661,Below S&P
Wyluli Wolf,ARN,common,C5,$0.50,155000,Arabian Nights,7.293333333333333,ARN (C5),1358.666666666666,Below S&P
Wyluli Wolf,ARN,common,C5,$0.50,155000,Arabian Nights,20.4,ARN (C5),3979.9999999999995,Beat S&P
Ydwen Efreet,ARN,rare,U2,$5.00,20500,Arabian Nights,82.99666666666667,ARN (U2),1559.9333333333338,Below S&P
Amulet of Kroog,ATQ,common,C4,$0.50,372000,Antiquities,0.35333333333333333,ATQ (C4),-29.3333333333334,Below S&P
Argivian Archaeologist,ATQ,rare,U1,$5.50,31000,Antiquities,131.20666666666668,ATQ (U1),2285.5757575757634,Beat S&P
Argivian Blacksmith,ATQ,common,C4,$0.50,372000,Antiquities,0.37333333333333335,ATQ (C4),-25.333333333333396,Below S&P
Argothian Pixies,ATQ,common,C4,$0.50,372000,Antiquities,0.97,ATQ (C4),94,Below S&P
Argothian Treefolk,ATQ,common,C4,$0.50,372000,Antiquities,0.32999999999999996,ATQ (C4),-34,Below S&P
Armageddon Clock,ATQ,uncommon,U2,$4.00,62000,Antiquities,4.656666666666666,ATQ (U2),16.416666666666746,Below S&P
Artifact Blast,ATQ,common,C4,$0.50,372000,Antiquities,1.52,ATQ (C4),204,Below S&P
Artifact Possession,ATQ,common,C4,$0.50,372000,Antiquities,0.43,ATQ (C4),-14.000000000000002,Below S&P
Artifact Ward,ATQ,common,C4,$0.63,372000,Antiquities,0.4033333333333333,ATQ (C4),-35.97883597883603,Below S&P
Ashnod's Altar,ATQ,uncommon,U2,$3.50,62000,Antiquities,24.366666666666667,ATQ (U2),596.19047619047706,Below S&P
Ashnod's Battle Gear,ATQ,uncommon,U2,$3.50,62000,Antiquities,1.5966666666666667,ATQ (U2),-54.38095238095229,Below S&P
Ashnod's Transmogrant,ATQ,uncommon,U3,$3.00,93000,Antiquities,3.63,ATQ (U3),20.999999999999996,Below S&P
Atog,ATQ,common,C4,$0.50,372000,Antiquities,1.87,ATQ (C4),274,Below S&P
Atog,ATQ,common,C4,$0.50,372000,Antiquities,1.87,ATQ (C4),274,Below S&P
Battering Ram,ATQ,common,C4,$0.50,372000,Antiquities,0.33666666666666667,ATQ (C4),-32.6666666666666,Below S&P
Bronze Tablet,ATQ,rare,U1,$6.75,31000,Antiquities,5.746666666666667,ATQ (U1),-14.864197530864153,Below S&P
Candelabra of Tawnos,ATQ,rare,U1,$5.00,31000,Antiquities,2226.9266666666667,ATQ (U1),44438.5333333334,Beat S&P
Circle of Protection: Artifacts,ATQ,uncommon,U3,$3.50,93000,Antiquities,2.125,ATQ (U3),-39.285714285714285,Below S&P
Citanul Druid,ATQ,uncommon,U3,$3.00,93000,Antiquities,6.753333333333333,ATQ (U3),125.11111111111101,Below S&P
Clay Statue,ATQ,common,C4,$0.50,372000,Antiquities,0.3933333333333333,ATQ (C4),-21.333333333333403,Below S&P
Clockwork Avian,ATQ,rare,U1,$6.00,31000,Antiquities,12.993333333333334,ATQ (U1),116.55555555555502,Below S&P
Colossus of Sardia,ATQ,rare,U1,$7.75,31000,Antiquities,30,ATQ (U1),287.0967741935484,Below S&P
Coral Helm,ATQ,rare,U1,$5.00,31000,Antiquities,5.903333333333333,ATQ (U1),18.066666666666595,Below S&P
Crumble,ATQ,common,C4,$0.50,372000,Antiquities,1.5466666666666666,ATQ (C4),209.333333333334,Below S&P
Cursed Rack,ATQ,uncommon,C1,$3.00,93000,Antiquities,2.87,ATQ (C1),-4.33333333333333,Below S&P
Damping Field,ATQ,uncommon,U3,$3.00,93000,Antiquities,5.473333333333333,ATQ (U3),82.44444444444433,Below S&P
Detonate,ATQ,uncommon,U3,$2.75,93000,Antiquities,2.425,ATQ (U3),-11.818181818181825,Below S&P
Drafna's Restoration,ATQ,common,C4,$0.50,372000,Antiquities,0.9099999999999999,ATQ (C4),82,Below S&P
Dragon Engine,ATQ,common,C4,$0.63,372000,Antiquities,0.4766666666666667,ATQ (C4),-24.338624338624285,Below S&P
Dwarven Weaponsmith,ATQ,uncommon,U3,$2.50,93000,Antiquities,1.2933333333333334,ATQ (U3),-48.2666666666668,Below S&P
Energy Flux,ATQ,uncommon,U3,$3.00,93000,Antiquities,9.276666666666667,ATQ (U3),209.22222222222237,Below S&P
Feldon's Cane,ATQ,uncommon,C1,$3.00,93000,Antiquities,11.903333333333332,ATQ (C1),296.7777777777767,Below S&P
Gaea's Avenger,ATQ,rare,U1,$7.00,31000,Antiquities,51.196666666666665,ATQ (U1),631.3809523809529,Below S&P
Gate to Phyrexia,ATQ,uncommon,U3,$2.75,93000,Antiquities,49.08,ATQ (U3),1684.7272727272727,Below S&P
Goblin Artisans,ATQ,uncommon,U3,$1.63,93000,Antiquities,1.8666666666666667,ATQ (U3),14.519427402863199,Below S&P
Golgothian Sylex,ATQ,rare,U1,$6.00,31000,Antiquities,18.623333333333335,ATQ (U1),210.38888888888835,Below S&P
Grapeshot Catapult,ATQ,common,C4,$0.50,372000,Antiquities,0.3733333333333333,ATQ (C4),-25.333333333333396,Below S&P
Haunting Wind,ATQ,uncommon,U3,$2.25,93000,Antiquities,13.236666666666666,ATQ (U3),488.2962962962978,Below S&P
Hurkyl's Recall,ATQ,rare,U1,$6.50,31000,Antiquities,75.82333333333334,ATQ (U1),1066.51282051282,Below S&P
Ivory Tower,ATQ,uncommon,U3,$4.50,93000,Antiquities,20.919999999999998,ATQ (U3),364.8888888888889,Below S&P
Jalum Tome,ATQ,uncommon,U2,$3.25,62000,Antiquities,7.703333333333334,ATQ (U2),137.0256410256409,Below S&P
Martyrs of Korlis,ATQ,uncommon,U3,$3.13,93000,Antiquities,3.46,ATQ (U3),10.543130990415337,Below S&P
Mightstone,ATQ,uncommon,U3,$2.50,93000,Antiquities,3.9066666666666667,ATQ (U3),56.2666666666668,Below S&P
Millstone,ATQ,uncommon,U3,$3.00,93000,Antiquities,9.23,ATQ (U3),207.66666666666666,Below S&P
Mishra's Factory (A),ATQ,uncommon,C1,$3.00,93000,Antiquities,87.49000000000001,ATQ (C1),2816.333333333333,Beat S&P
Mishra's Factory (B),ATQ,rare,U1,$3.00,31000,Antiquities,120.84333333333333,ATQ (U1),3928.1111111111004,Beat S&P
Mishra's Factory (C),ATQ,rare,U1,$3.50,31000,Antiquities,203.41,ATQ (U1),5711.714285714286,Beat S&P
Mishra's Factory (D),ATQ,rare,U1,$3.50,31000,Antiquities,341.17,ATQ (U1),9647.714285714286,Beat S&P
Mishra's War Machine,ATQ,rare,U1,$5.00,31000,Antiquities,7.236666666666666,ATQ (U1),44.7333333333334,Below S&P
Mishra's Workshop,ATQ,rare,U1,$5.00,31000,Antiquities,3303.293333333333,ATQ (U1),65965.8666666666,Beat S&P
Obelisk of Undoing,ATQ,rare,U1,$5.00,31000,Antiquities,9.346666666666668,ATQ (U1),86.93333333333338,Below S&P
Onulet,ATQ,uncommon,U3,$3.00,93000,Antiquities,1.25,ATQ (U3),-58.333333333333336,Below S&P
Orcish Mechanics,ATQ,common,C4,$0.50,372000,Antiquities,0.305,ATQ (C4),-39,Below S&P
Ornithopter,ATQ,common,C4,$0.63,372000,Antiquities,5.343333333333334,ATQ (C4),748.1481481481477,Below S&P
Phyrexian Gremlins,ATQ,common,C4,$0.50,372000,Antiquities,0.6133333333333333,ATQ (C4),22.66666666666659,Below S&P
Power Artifact,ATQ,uncommon,U3,$3.00,93000,Antiquities,161.46333333333334,ATQ (U3),5282.1111111111,Beat S&P
Powerleech,ATQ,uncommon,U3,$3.00,93000,Antiquities,13.753333333333334,ATQ (U3),358.4444444444433,Below S&P
Priest of Yawgmoth,ATQ,common,C4,$0.50,372000,Antiquities,1.23,ATQ (C4),146,Below S&P
Primal Clay,ATQ,uncommon,U3,$2.50,93000,Antiquities,1.965,ATQ (U3),-21.4,Below S&P
Rakalite,ATQ,uncommon,U3,$2.00,93000,Antiquities,1.0466666666666666,ATQ (U3),-47.6666666666665,Below S&P
Reconstruction,ATQ,common,C4,$0.50,372000,Antiquities,0.8333333333333333,ATQ (C4),66.6666666666666,Below S&P
Reverse Polarity,ATQ,common,C4,$0.50,372000,Antiquities,0.38,ATQ (C4),-24,Below S&P
Rocket Launcher,ATQ,uncommon,U3,$3.00,93000,Antiquities,3.6266666666666665,ATQ (U3),20.888888888889,Below S&P
Sage of Lat-Nam,ATQ,common,C4,$0.50,372000,Antiquities,1.1233333333333333,ATQ (C4),124.66666666666599,Below S&P
Shapeshifter,ATQ,rare,U1,$6.00,31000,Antiquities,7.885,ATQ (U1),31.416666666666664,Below S&P
Shatterstorm,ATQ,rare,U1,$5.50,31000,Antiquities,28.953333333333333,ATQ (U1),426.4242424242418,Below S&P
Staff of Zegon,ATQ,common,C4,$0.75,372000,Antiquities,0.38,ATQ (C4),-49.333333333333336,Below S&P
Strip Mine (A),ATQ,uncommon,C1,$2.50,93000,Antiquities,52.42666666666666,ATQ (C1),1997.066666666668,Below S&P
Strip Mine (B),ATQ,rare,U1,$3.00,31000,Antiquities,86.46666666666667,ATQ (U1),2782.2222222222235,Beat S&P
Strip Mine (C),ATQ,rare,U1,$3.00,31000,Antiquities,97,ATQ (U1),3133.333333333333,Beat S&P
Strip Mine (D),ATQ,rare,U1,$3.50,31000,Antiquities,65.85,ATQ (U1),1781.4285714285713,Below S&P
Su-Chi,ATQ,uncommon,U3,$2.75,93000,Antiquities,100.54666666666667,ATQ (U3),3556.2424242424363,Beat S&P
Tablet of Epityr,ATQ,common,C4,$0.50,372000,Antiquities,0.3766666666666667,ATQ (C4),-24.666666666666604,Below S&P
Tawnos's Coffin,ATQ,rare,U1,$5.00,31000,Antiquities,97.64,ATQ (U1),1852.8,Below S&P
Tawnos's Wand,ATQ,uncommon,U3,$2.25,93000,Antiquities,1.22,ATQ (U3),-45.77777777777778,Below S&P
Tawnos's Weaponry,ATQ,uncommon,U3,$2.75,93000,Antiquities,1.1633333333333333,ATQ (U3),-57.696969696969816,Below S&P
Tawnos's Weaponry,ATQ,uncommon,U3,$2.75,93000,Antiquities,1.98,ATQ (U3),-28.000000000000004,Below S&P
Tetravus,ATQ,rare,U1,$6.00,31000,Antiquities,33.295,ATQ (U1),454.91666666666674,Below S&P
The Rack,ATQ,uncommon,U3,$3.00,93000,Antiquities,13.469999999999999,ATQ (U3),349,Below S&P
Titania's Song,ATQ,uncommon,U3,$3.00,93000,Antiquities,4.716666666666667,ATQ (U3),57.22222222222234,Below S&P
Transmute Artifact,ATQ,uncommon,U3,$2.50,93000,Antiquities,394.81666666666666,ATQ (U3),15692.666666666679,Beat S&P
Triskelion,ATQ,rare,U1,$5.00,31000,Antiquities,121.66499999999999,ATQ (U1),2333.3,Beat S&P
Urza's Avenger,ATQ,rare,U1,$6.00,31000,Antiquities,11.873333333333335,ATQ (U1),97.88888888888833,Below S&P
Urza's Chalice,ATQ,common,C1,$0.63,93000,Antiquities,0.6900000000000001,ATQ (C1),9.523809523809515,Below S&P
Urza's Mine (A),ATQ,uncommon,C1,$1.13,93000,Antiquities,10.540000000000001,ATQ (C1),832.7433628318586,Below S&P
Urza's Mine (B),ATQ,uncommon,C1,$1.75,93000,Antiquities,10.459999999999999,ATQ (C1),497.7142857142858,Below S&P
Urza's Mine (C),ATQ,common,C2,$1.75,186000,Antiquities,3.783333333333333,ATQ (C2),116.190476190476,Below S&P
Urza's Mine (D),ATQ,common,C2,$1.13,186000,Antiquities,3.4433333333333334,ATQ (C2),204.71976401179913,Below S&P
Urza's Miter,ATQ,rare,U1,$5.00,31000,Antiquities,16.643333333333334,ATQ (U1),232.866666666666,Below S&P
Urza's Power Plant (A),ATQ,common,C2,$1.13,186000,Antiquities,3.68,ATQ (C2),225.66371681415936,Below S&P
Urza's Power Plant (B),ATQ,uncommon,C1,$1.63,93000,Antiquities,17.523333333333333,ATQ (C1),975.0511247443745,Below S&P
Urza's Power Plant (C),ATQ,common,C2,$1.13,186000,Antiquities,4.253333333333334,ATQ (C2),276.4011799410027,Below S&P
Urza's Power Plant (D),ATQ,uncommon,C1,$1.75,93000,Antiquities,7.470000000000001,ATQ (C1),326.85714285714283,Below S&P
Urza's Tower (A),ATQ,common,C2,$1.13,186000,Antiquities,11.173333333333334,ATQ (C2),888.7905604719735,Below S&P
Urza's Tower (B),ATQ,uncommon,C1,$1.63,93000,Antiquities,27.153333333333336,ATQ (C1),1565.8486707566444,Below S&P
Urza's Tower (C),ATQ,uncommon,C1,$1.75,93000,Antiquities,11.625,ATQ (C1),564.2857142857143,Below S&P
Urza's Tower (D),ATQ,uncommon,C1,$1.63,93000,Antiquities,17.345,ATQ (C1),964.1104294478529,Below S&P
Wall of Spears,ATQ,uncommon,U3,$3.00,93000,Antiquities,1.4933333333333334,ATQ (U3),-50.222222222222335,Below S&P
Weakstone,ATQ,uncommon,U3,$2.25,93000,Antiquities,3.3000000000000003,ATQ (U3),46.66666666666666,Below S&P
Xenic Poltergeist,ATQ,uncommon,U3,$2.25,93000,Antiquities,4.2299999999999995,ATQ (U3),88.00000000000003,Below S&P
Yawgmoth Demon,ATQ,rare,U1,$7.75,31000,Antiquities,17.25,ATQ (U1),122.58064516129032,Below S&P
Yotian Soldier,ATQ,common,C4,$0.63,372000,Antiquities,0.5533333333333333,ATQ (C4),-12.16931216931222,Below S&P
Abomination,LEG,uncommon,U1,$4.50,58000,Legends,3.175,LEG (U1),-29.44444444444445,Below S&P
Acid Rain,LEG,rare,R,$10.00,19500,Legends,98.16,LEG (R),881.5999999999999,Below S&P
Active Volcano,LEG,common,C2,$0.50,424000,Legends,0.42000000000000004,LEG (C2),-16.000000000000004,Below S&P
Adun Oakenshield,LEG,rare,R,$12.00,19500,Legends,63.95,LEG (R),432.9166666666667,Below S&P
Adventurers' Guildhouse,LEG,uncommon,U1,$3.00,58000,Legends,11.006666666666666,LEG (U1),266.88888888889,Below S&P
Aerathi Berserker,LEG,uncommon,U1,$3.50,58000,Legends,2.31,LEG (U1),-34,Below S&P
Aisling Leprechaun,LEG,common,C1,$0.68,212000,Legends,0.49333333333333335,LEG (C1),-27.450980392156914,Below S&P
Akron Legionnaire,LEG,rare,R,$10.00,19500,Legends,10.42,LEG (R),4.199999999999999,Below S&P
Al-abara's Carpet,LEG,rare,R,$10.00,19500,Legends,50.56,LEG (R),405.6,Below S&P
Alabaster Potion,LEG,common,C2,$0.50,424000,Legends,0.32,LEG (C2),-36,Below S&P
Alchor's Tomb,LEG,rare,R,$8.50,19500,Legends,16.82,LEG (R),97.88235294117648,Below S&P
All Hallow's Eve,LEG,rare,R,$15.00,19500,Legends,482.4633333333333,LEG (R),3116.42222222222,Beat S&P
Amrou Kithkin,LEG,common,C2,$0.50,424000,Legends,0.32,LEG (C2),-36,Below S&P
Angelic Voices,LEG,rare,R,$10.00,19500,Legends,15.600000000000001,LEG (R),55.99999999999999,Below S&P
Angus Mackenzie,LEG,rare,R,$10.00,19500,Legends,215.96333333333334,LEG (R),2059.63333333333,Below S&P
Anti-Magic Aura,LEG,common,C1,$1.00,212000,Legends,0.48666666666666664,LEG (C1),-51.3333333333333,Below S&P
Arboria,LEG,uncommon,U1,$3.75,58000,Legends,5.65,LEG (U1),50.66666666666667,Below S&P
Arcades Sabboth,LEG,rare,R,$20.00,19500,Legends,36.24666666666667,LEG (R),81.23333333333349,Below S&P
Arena of the Ancients,LEG,rare,R,$9.00,19500,Legends,48.41666666666667,LEG (R),437.96296296296333,Below S&P
Avoid Fate,LEG,common,C1,$0.63,212000,Legends,10.166666666666668,LEG (C1),1513.756613756619,Below S&P
Axelrod Gunnarson,LEG,rare,R,$10.00,19500,Legends,9.083333333333334,LEG (R),-9.166666666666696,Below S&P
Ayesha Tanaka,LEG,rare,R,$10.00,19500,Legends,12.533333333333333,LEG (R),25.333333333332998,Below S&P
Azure Drake,LEG,uncommon,U1,$4.00,58000,Legends,7.153333333333333,LEG (U1),78.83333333333324,Below S&P
Backdraft,LEG,uncommon,U1,$3.00,58000,Legends,2.626666666666667,LEG (U1),-12.444444444444331,Below S&P
Backfire,LEG,uncommon,U1,$3.50,58000,Legends,2.026666666666667,LEG (U1),-42.095238095238,Below S&P
Barbary Apes,LEG,common,C1,$0.50,212000,Legends,1.5933333333333333,LEG (C1),218.66666666666598,Below S&P
Barktooth Warbeard,LEG,uncommon,U1,$5.00,58000,Legends,2.1366666666666667,LEG (U1),-57.2666666666666,Below S&P
Bartel Runeaxe,LEG,rare,R,$10.00,19500,Legends,17.28,LEG (R),72.80000000000001,Below S&P
Beasts of Bogardan,LEG,uncommon,U1,$4.00,58000,Legends,1.4733333333333334,LEG (U1),-63.16666666666675,Below S&P
Black Mana Battery,LEG,uncommon,U1,$6.00,58000,Legends,3.58,LEG (U1),-40.33333333333333,Below S&P
Blazing Effigy,LEG,common,C2,$0.55,424000,Legends,0.32,LEG (C2),-41.81818181818182,Below S&P
Blight,LEG,uncommon,U,$3.00,NA,Legends,6.8533333333333335,LEG (U),128.44444444444434,Below S&P
Blood Lust,LEG,uncommon,U1,$4.00,58000,Legends,11.29,LEG (U1),182.24999999999997,Below S&P
Blue Mana Battery,LEG,uncommon,U1,$6.00,58000,Legends,2.35,LEG (U1),-60.83333333333333,Below S&P
Boomerang,LEG,common,C2,$0.63,424000,Legends,1.6400000000000001,LEG (C2),160.31746031746027,Below S&P
Boris Devilboon,LEG,rare,R,$12.00,19500,Legends,21.636666666666667,LEG (R),80.30555555555581,Below S&P
Brine Hag,LEG,uncommon,U1,$4.00,58000,Legends,1.6633333333333333,LEG (U1),-58.41666666666675,Below S&P
Bronze Horse,LEG,rare,R,$8.00,19500,Legends,7.593333333333334,LEG (R),-5.083333333333373,Below S&P
Carrion Ants,LEG,rare,R,$15.00,19500,Legends,12.406666666666666,LEG (R),-17.288888888888668,Below S&P
Cat Warriors,LEG,common,C2,$0.50,424000,Legends,0.36333333333333334,LEG (C2),-27.3333333333334,Below S&P
Cathedral of Serra,LEG,uncommon,U1,$3.00,58000,Legends,19.013333333333332,LEG (U1),533.7777777777767,Below S&P
Caverns of Despair,LEG,rare,R,$10.00,19500,Legends,52.5,LEG (R),425,Below S&P
Chain Lightning,LEG,common,C2,$0.75,424000,Legends,8.666666666666668,LEG (C2),1055.5555555555559,Below S&P
Chains of Mephistopheles,LEG,rare,R,$10.00,19500,Legends,1188.1033333333335,LEG (R),11781.0333333333,Beat S&P
Chromium,LEG,rare,R,$20.00,19500,Legends,62.18666666666667,LEG (R),210.9333333333335,Below S&P
Cleanse,LEG,rare,R,$11.50,19500,Legends,240,LEG (R),1986.9565217391305,Below S&P
Clergy of the Holy Nimbus,LEG,common,C2,$0.50,424000,Legends,0.3433333333333333,LEG (C2),-31.333333333333403,Below S&P
Cocoon,LEG,uncommon,U1,$4.00,58000,Legends,0.9166666666666666,LEG (U1),-77.08333333333333,Below S&P
Concordant Crossroads,LEG,rare,R,$9.00,19500,Legends,90.74000000000001,LEG (R),908.2222222222221,Below S&P
Cosmic Horror,LEG,rare,R,$10.00,19500,Legends,9.266666666666666,LEG (R),-7.333333333333307,Below S&P
Craw Giant,LEG,uncommon,U1,$6.00,58000,Legends,3.756666666666667,LEG (U1),-37.388888888888836,Below S&P
Crevasse,LEG,uncommon,U1,$3.50,58000,Legends,1.0633333333333335,LEG (U1),-69.61904761904772,Below S&P
Crimson Kobolds,LEG,common,C2,$0.63,424000,Legends,2.296666666666667,LEG (C2),264.55026455026507,Below S&P
Crimson Manticore,LEG,rare,R,$9.00,19500,Legends,8.3,LEG (R),-7.77777777777777,Below S&P
Crookshank Kobolds,LEG,common,C2,$0.63,424000,Legends,2.1266666666666665,LEG (C2),237.5661375661381,Below S&P
Cyclopean Mummy,LEG,common,C2,$0.50,424000,Legends,0.31666666666666665,LEG (C2),-36.6666666666666,Below S&P
Dakkon Blackblade,LEG,rare,R,$0.75,19500,Legends,68.09666666666666,LEG (R),8979.55555555556,Beat S&P
Darkness,LEG,common,C1,$15.00,212000,Legends,16.333333333333332,LEG (C1),8.888888888888667,Below S&P
D'Avenant Archer,LEG,common,C2,$1.00,424000,Legends,0.32,LEG (C2),-68,Below S&P
Deadfall,LEG,uncommon,U1,$3.00,58000,Legends,1.4833333333333334,LEG (U1),-50.555555555555664,Below S&P
Demonic Torment,LEG,uncommon,U1,$3.75,58000,Legends,4.05,LEG (U1),7.999999999999995,Below S&P
Devouring Deep,LEG,common,C2,$0.75,424000,Legends,0.33666666666666667,LEG (C2),-55.111111111111065,Below S&P
Disharmony,LEG,rare,R,$8.00,19500,Legends,44.946666666666665,LEG (R),461.83333333333377,Below S&P
Divine Intervention,LEG,rare,R,$9.00,19500,Legends,133.28333333333333,LEG (R),1380.925925925922,Below S&P
Divine Offering,LEG,common,C2,$0.50,424000,Legends,0.7433333333333333,LEG (C2),48.66666666666659,Below S&P
Divine Transformation,LEG,rare,R,$10.00,19500,Legends,11.92,LEG (R),19.2,Below S&P
Dream Coat,LEG,uncommon,U1,$3.00,58000,Legends,1.8066666666666666,LEG (U1),-39.777777777777665,Below S&P
Durkwood Boars,LEG,common,C2,$0.63,424000,Legends,0.4033333333333333,LEG (C2),-35.97883597883603,Below S&P
Dwarven Song,LEG,uncommon,U1,$3.00,58000,Legends,2.45,LEG (U1),-18.333333333333325,Below S&P
Elder Land Wurm,LEG,rare,R,$10.00,19500,Legends,13.973333333333333,LEG (R),39.73333333333301,Below S&P
Elder Spawn,LEG,rare,R,$8.00,19500,Legends,10.57,LEG (R),32.125,Below S&P
Elven Riders,LEG,rare,R,$10.00,19500,Legends,8.233333333333334,LEG (R),-17.666666666666693,Below S&P
Emerald Dragonfly,LEG,common,C2,$0.50,424000,Legends,0.33999999999999997,LEG (C2),-31.999999999999996,Below S&P
Enchanted Being,LEG,common,C1,$0.83,212000,Legends,0.4033333333333333,LEG (C1),-51.40562248995988,Below S&P
Enchantment Alteration,LEG,common,C1,$1.00,212000,Legends,0.4966666666666667,LEG (C1),-50.3333333333333,Below S&P
Energy Tap,LEG,common,C2,$0.75,424000,Legends,2.2600000000000002,LEG (C2),201.33333333333331,Below S&P
Equinox,LEG,common,C1,$0.86,212000,Legends,3.0833333333333335,LEG (C1),258.52713178294533,Below S&P
Eternal Warrior,LEG,uncommon,U1,$4.00,58000,Legends,1.2966666666666666,LEG (U1),-67.58333333333326,Below S&P
Eureka,LEG,rare,R,$11.00,19500,Legends,493.4766666666667,LEG (R),4386.151515151518,Beat S&P
Evil Eye of Orms-by-Gore,LEG,uncommon,U1,$4.00,58000,Legends,3.7800000000000002,LEG (U1),-5.500000000000005,Below S&P
Fallen Angel,LEG,uncommon,U1,$5.00,58000,Legends,9.356666666666667,LEG (U1),87.13333333333338,Below S&P
Falling Star,LEG,rare,R,$10.00,19500,Legends,123.09,LEG (R),1130.9,Below S&P
Feint,LEG,common,C1,$0.75,212000,Legends,0.3766666666666667,LEG (C1),-49.777777777777736,Below S&P
Field of Dreams,LEG,rare,R,$8.00,19500,Legends,119.26,LEG (R),1390.75,Below S&P
Fire Sprites,LEG,common,C2,$0.75,424000,Legends,0.41333333333333333,LEG (C2),-44.888888888888935,Below S&P
Firestorm Phoenix,LEG,rare,R,$13.00,19500,Legends,24.646666666666665,LEG (R),89.58974358974385,Below S&P
Flash Counter,LEG,common,C2,$0.63,424000,Legends,0.38,LEG (C2),-39.682539682539684,Below S&P
Flash Flood,LEG,common,C2,$0.75,424000,Legends,0.35,LEG (C2),-53.333333333333336,Below S&P
Floral Spuzzem,LEG,uncommon,U1,$4.00,58000,Legends,2.83,LEG (U1),-29.25,Below S&P
Force Spike,LEG,common,C2,$0.50,424000,Legends,5.67,LEG (C2),1034,Below S&P
Forethought Amulet,LEG,rare,R,$10.00,19500,Legends,13.853333333333333,LEG (R),38.533333333333,Below S&P
Fortified Area,LEG,uncommon,U1,$3.25,58000,Legends,2.236666666666667,LEG (U1),-31.17948717948708,Below S&P
Frost Giant,LEG,uncommon,U1,$4.00,58000,Legends,1.78,LEG (U1),-55.49999999999999,Below S&P
Gabriel Angelfire,LEG,rare,R,$11.00,19500,Legends,14.086666666666666,LEG (R),28.060606060606364,Below S&P
Gaseous Form,LEG,common,C1,$0.78,212000,Legends,0.39666666666666667,LEG (C1),-49.145299145299106,Below S&P
Gauntlets of Chaos,LEG,rare,R,$10.00,19500,Legends,6.6866666666666665,LEG (R),-33.1333333333333,Below S&P
Ghosts of the Damned,LEG,common,C2,$0.75,424000,Legends,0.3466666666666667,LEG (C2),-53.777777777777736,Below S&P
Giant Slug,LEG,common,C2,$0.75,424000,Legends,0.3333333333333333,LEG (C2),-55.5555555555556,Below S&P
Giant Strength,LEG,common,C2,$0.75,424000,Legends,0.32,LEG (C2),-57.333333333333336,Below S&P
Giant Turtle,LEG,common,C2,$0.75,424000,Legends,0.36666666666666664,LEG (C2),-51.11111111111107,Below S&P
Glyph of Delusion,LEG,common,C1,$0.63,212000,Legends,0.42333333333333334,LEG (C1),-32.80423280423286,Below S&P
Glyph of Destruction,LEG,common,C2,$0.75,424000,Legends,0.3566666666666667,LEG (C2),-52.44444444444439,Below S&P
Glyph of Doom,LEG,common,C2,$0.63,424000,Legends,0.2866666666666666,LEG (C2),-54.49735449735444,Below S&P
Glyph of Life,LEG,common,C2,$0.75,424000,Legends,0.33999999999999997,LEG (C2),-54.666666666666664,Below S&P
Glyph of Reincarnation,LEG,common,C1,$0.50,212000,Legends,0.43666666666666665,LEG (C1),-12.666666666666604,Below S&P
Gosta Dirk,LEG,rare,R,$10.00,19500,Legends,14.075,LEG (R),40.74999999999999,Below S&P
Gravity Sphere,LEG,rare,R,$11.00,19500,Legends,47.56,LEG (R),332.3636363636364,Below S&P
Great Defender,LEG,uncommon,U1,$3.75,58000,Legends,2.33,LEG (U1),-37.86666666666667,Below S&P
Great Wall,LEG,uncommon,U1,$3.00,58000,Legends,1.1466666666666667,LEG (U1),-61.777777777777665,Below S&P
Greater Realm of Preservation,LEG,uncommon,U1,$4.00,58000,Legends,4.176666666666667,LEG (U1),4.416666666666758,Below S&P
Greed,LEG,rare,R,$8.00,19500,Legends,66.41666666666666,LEG (R),730.2083333333337,Below S&P
Green Mana Battery,LEG,uncommon,U1,$6.00,58000,Legends,2.223333333333333,LEG (U1),-62.9444444444445,Below S&P
Gwendlyn Di Corci,LEG,rare,R,$10.00,19500,Legends,245.61666666666667,LEG (R),2356.16666666667,Beat S&P
Halfdane,LEG,rare,R,$10.00,19500,Legends,24.57,LEG (R),145.70000000000002,Below S&P
Hammerheim,LEG,uncommon,U2,$3.00,116000,Legends,12.626666666666665,LEG (U2),320.88888888889005,Below S&P
Hazezon Tamar,LEG,rare,R,$12.00,19500,Legends,143.37,LEG (R),1094.75,Below S&P
Headless Horseman,LEG,common,C1,$0.75,212000,Legends,0.8966666666666667,LEG (C1),19.555555555555593,Below S&P
Heaven's Gate,LEG,uncommon,U1,$3.00,58000,Legends,10.303333333333335,LEG (U1),243.44444444444338,Below S&P
Hell Swarm,LEG,common,C1,$0.50,212000,Legends,0.36333333333333334,LEG (C1),-27.3333333333334,Below S&P
Hellfire,LEG,rare,R,$12.00,19500,Legends,106.51333333333334,LEG (R),787.6111111111082,Below S&P
